Year,date,chatGPT,Generative AI,GPT-4,Artificial Intelligence,isPartial,Country Name,Country Code,Indicator Name,Internet Usage (%)
2020,2020-05-17 00:00:00,0.0,0.0,0.0,0.0,0.0,Virgin Islands (U.S.),VIR,Individuals using the Internet (% of population),
2020,2020-05-17 00:00:00,0.0,0.0,0.0,0.0,0.0,Viet Nam,VNM,Individuals using the Internet (% of population),70.3
2020,2020-05-17 00:00:00,0.0,0.0,0.0,0.0,0.0,Vanuatu,VUT,Individuals using the Internet (% of population),64.286
2020,2020-05-17 00:00:00,0.0,0.0,0.0,0.0,0.0,World,WLD,Individuals using the Internet (% of population),59.3
2020,2020-05-17 00:00:00,0.0,0.0,0.0,0.0,0.0,Samoa,WSM,Individuals using the Internet (% of population),69.9561
2020,2020-05-17 00:00:00,0.0,0.0,0.0,0.0,0.0,Kosovo,XKX,Individuals using the Internet (% of population),
2020,2020-05-17 00:00:00,0.0,0.0,0.0,0.0,0.0,"Yemen, Rep.",YEM,Individuals using the Internet (% of population),13.8152
2020,2020-05-17 00:00:00,0.0,0.0,0.0,0.0,0.0,South Africa,ZAF,Individuals using the Internet (% of population),72.1128
2020,2020-05-17 00:00:00,0.0,0.0,0.0,0.0,0.0,Zambia,ZMB,Individuals using the Internet (% of population),24.4992
2020,2020-05-17 00:00:00,0.0,0.0,0.0,0.0,0.0,Zimbabwe,ZWE,Individuals using the Internet (% of population),29.2986
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Aruba,ABW,Individuals using the Internet (% of population),
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Africa Eastern and Southern,AFE,Individuals using the Internet (% of population),26.0
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Afghanistan,AFG,Individuals using the Internet (% of population),18.4
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Africa Western and Central,AFW,Individuals using the Internet (% of population),32.4
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Angola,AGO,Individuals using the Internet (% of population),36.6347
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Albania,ALB,Individuals using the Internet (% of population),72.2377
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Andorra,AND,Individuals using the Internet (% of population),93.2056
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Arab World,ARB,Individuals using the Internet (% of population),60.2643027640711
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,United Arab Emirates,ARE,Individuals using the Internet (% of population),100.0
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Argentina,ARG,Individuals using the Internet (% of population),85.5144
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Armenia,ARM,Individuals using the Internet (% of populatio3n),76.5077
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,American Samoa,ASM,Individuals using the Internet (% of population),
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Antigua and Barbuda,ATG,Individuals using the Internet (% of population),86.8837
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Australia,AUS,Individuals using the Internet (% of population),94.6935
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Austria,AUT,Individuals using the Internet (% of population),87.5294
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Azerbaijan,AZE,Individuals using the Internet (% of population),84.6
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Burundi,BDI,Individuals using the Internet (% of population),9.17302
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Belgium,BEL,Individuals using the Internet (% of population),91.5264
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Benin,BEN,Individuals using the Internet (% of population),22.1206
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Burkina Faso,BFA,Individuals using the Internet (% of population),15.5971
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Bangladesh,BGD,Individuals using the Internet (% of population),36.1091
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Bulgaria,BGR,Individuals using the Internet (% of population),70.1625
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Bahrain,BHR,Individuals using the Internet (% of population),99.671
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,"Bahamas, The",BHS,Individuals using the Internet (% of population),92.4437
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Bosnia and Herzegovina,BIH,Individuals using the Internet (% of population),73.2118
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Belarus,BLR,Individuals using the Internet (% of population),85.0879
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Belize,BLZ,Individuals using the Internet (% of population),57.0987
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Bermuda,BMU,Individuals using the Internet (% of population),
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Bolivia,BOL,Individuals using the Internet (% of population),59.9401
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Brazil,BRA,Individuals using the Internet (% of population),81.3427
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Barbados,BRB,Individuals using the Internet (% of population),72.6766
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Brunei Darussalam,BRN,Individuals using the Internet (% of population),95.0503
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Bhutan,BTN,Individuals using the Internet (% of population),76.8508
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Botswana,BWA,Individuals using the Internet (% of population),67.4756
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Central African Republic,CAF,Individuals using the Internet (% of population),8.565672483
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Canada,CAN,Individuals using the Internet (% of population),92.3
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Central Europe and the Baltics,CEB,Individuals using the Internet (% of population),81.7881390646358
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Switzerland,CHE,Individuals using the Internet (% of population),94.3499
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Channel Islands,CHI,Individuals using the Internet (% of population),
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Chile,CHL,Individuals using the Internet (% of population),87.4593
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,China,CHN,Individuals using the Internet (% of population),70.0528
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Cote d'Ivoire,CIV,Individuals using the Internet (% of population),36.0166
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Cameroon,CMR,Individuals using the Internet (% of population),41.2264
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,"Congo, Dem. Rep.",COD,Individuals using the Internet (% of population),19.8388
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,"Congo, Rep.",COG,Individuals using the Internet (% of population),24.8206
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Colombia,COL,Individuals using the Internet (% of population),69.7953
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Comoros,COM,Individuals using the Internet (% of population),21.16321517
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Cabo Verde,CPV,Individuals using the Internet (% of population),69.3734
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Costa Rica,CRI,Individuals using the Internet (% of population),80.5302
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Caribbean small states,CSS,Individuals using the Internet (% of population),73.6102338432317
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Cuba,CUB,Individuals using the Internet (% of population),71.1191
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Curacao,CUW,Individuals using the Internet (% of population),
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Cayman Islands,CYM,Individuals using the Internet (% of population),
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Cyprus,CYP,Individuals using the Internet (% of population),90.8019
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Czechia,CZE,Individuals using the Internet (% of population),81.3389
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Germany,DEU,Individuals using the Internet (% of population),89.8129
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Djibouti,DJI,Individuals using the Internet (% of population),62.5104
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Dominica,DMA,Individuals using the Internet (% of population),75.6567
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Denmark,DNK,Individuals using the Internet (% of population),96.5491
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Dominican Republic,DOM,Individuals using the Internet (% of population),81.6173
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Algeria,DZA,Individuals using the Internet (% of population),60.6534
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,East Asia & Pacific (excluding high income),EAP,Individuals using the Internet (% of population),66.508874141041
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Early-demographic dividend,EAR,Individuals using the Internet (% of population),48.0919987446616
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,East Asia & Pacific,EAS,Individuals using the Internet (% of population),69.0
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Europe & Central Asia (excluding high income),ECA,Individuals using the Internet (% of population),74.9573069739279
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Europe & Central Asia,ECS,Individuals using the Internet (% of population),83.4
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Ecuador,ECU,Individuals using the Internet (% of population),70.7
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,"Egypt, Arab Rep.",EGY,Individuals using the Internet (% of population),71.9142
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Euro area,EMU,Individuals using the Internet (% of population),85.2038139147895
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Eritrea,ERI,Individuals using the Internet (% of population),23.8002
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Spain,ESP,Individuals using the Internet (% of population),93.2056
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Estonia,EST,Individuals using the Internet (% of population),89.0583
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Ethiopia,ETH,Individuals using the Internet (% of population),16.0696
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,European Union,EUU,Individuals using the Internet (% of population),84.7697008634166
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Fragile and conflict affected situations,FCS,Individuals using the Internet (% of population),31.9
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Finland,FIN,Individuals using the Internet (% of population),92.1703
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Fiji,FJI,Individuals using the Internet (% of population),83.0267
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,France,FRA,Individuals using the Internet (% of population),84.7064
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Faroe Islands,FRO,Individuals using the Internet (% of population),
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,"Micronesia, Fed. Sts.",FSM,Individuals using the Internet (% of population),39.3833
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Gabon,GAB,Individuals using the Internet (% of population),72.2754
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,United Kingdom,GBR,Individuals using the Internet (% of population),94.8182
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Georgia,GEO,Individuals using the Internet (% of population),72.5316
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Ghana,GHA,Individuals using the Internet (% of population),62.5176
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Gibraltar,GIB,Individuals using the Internet (% of population),
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Guinea,GIN,Individuals using the Internet (% of population),29.3934
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,"Gambia, The",GMB,Individuals using the Internet (% of population),44.8133
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Guinea-Bissau,GNB,Individuals using the Internet (% of population),28.1686
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Equatorial Guinea,GNQ,Individuals using the Internet (% of population),55.0013
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Greece,GRC,Individuals using the Internet (% of population),78.1158
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Grenada,GRD,Individuals using the Internet (% of population),73.2676
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Greenland,GRL,Individuals using the Internet (% of population),
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Guatemala,GTM,Individuals using the Internet (% of population),47.5123
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Guam,GUM,Individuals using the Internet (% of population),
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Guyana,GUY,Individuals using the Internet (% of population),73.1413
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,High income,HIC,Individuals using the Internet (% of population),90.0
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,"Hong Kong SAR, China",HKG,Individuals using the Internet (% of population),92.4131
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Honduras,HND,Individuals using the Internet (% of population),45.2483
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Heavily indebted poor countries (HIPC),HPC,Individuals using the Internet (% of population),24.3188424696185
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Croatia,HRV,Individuals using the Internet (% of population),78.3209
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Haiti,HTI,Individuals using the Internet (% of population),36.39474796
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Hungary,HUN,Individuals using the Internet (% of population),84.7712
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,IBRD only,IBD,Individuals using the Internet (% of population),62.8
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,IDA & IBRD total,IBT,Individuals using the Internet (% of population),53.8
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,IDA total,IDA,Individuals using the Internet (% of population),28.9
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,IDA blend,IDB,Individuals using the Internet (% of population),29.1
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Indonesia,IDN,Individuals using the Internet (% of population),53.7265
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,IDA only,IDX,Individuals using the Internet (% of population),28.9
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Isle of Man,IMN,Individuals using the Internet (% of population),
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,India,IND,Individuals using the Internet (% of population),43.4054
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Not classified,INX,Individuals using the Internet (% of population),
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Ireland,IRL,Individuals using the Internet (% of population),91.9999
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,"Iran, Islamic Rep.",IRN,Individuals using the Internet (% of population),75.5699
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Iraq,IRQ,Individuals using the Internet (% of population),53.6778
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Iceland,ISL,Individuals using the Internet (% of population),99.5328
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Israel,ISR,Individuals using the Internet (% of population),90.1273
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Italy,ITA,Individuals using the Internet (% of population),70.4834
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Jamaica,JAM,Individuals using the Internet (% of population),76.384
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Jordan,JOR,Individuals using the Internet (% of population),78.4178
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Japan,JPN,Individuals using the Internet (% of population),90.2195
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Kazakhstan,KAZ,Individuals using the Internet (% of population),85.9426
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Kenya,KEN,Individuals using the Internet (% of population),27.5774
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Kyrgyz Republic,KGZ,Individuals using the Internet (% of population),72.0
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Cambodia,KHM,Individuals using the Internet (% of population),53.6508
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Kiribati,KIR,Individuals using the Internet (% of population),52.0585
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,St. Kitts and Nevis,KNA,Individuals using the Internet (% of population),70.2753
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,"Korea, Rep.",KOR,Individuals using the Internet (% of population),96.5051
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Kuwait,KWT,Individuals using the Internet (% of population),99.1059
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Latin America & Caribbean (excluding high income),LAC,Individuals using the Internet (% of population),73.4452128496053
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Lao PDR,LAO,Individuals using the Internet (% of population),54.0
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Lebanon,LBN,Individuals using the Internet (% of population),87.8607
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Liberia,LBR,Individuals using the Internet (% of population),27.4519
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Libya,LBY,Individuals using the Internet (% of population),87.5754
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,St. Lucia,LCA,Individuals using the Internet (% of population),75.8162
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Latin America & Caribbean,LCN,Individuals using the Internet (% of population),74.1
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Least developed countries: UN classification,LDC,Individuals using the Internet (% of population),25.3245415455641
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Low income,LIC,Individuals using the Internet (% of population),18.8
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Liechtenstein,LIE,Individuals using the Internet (% of population),94.3499
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Sri Lanka,LKA,Individuals using the Internet (% of population),36.1847
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Lower middle income,LMC,Individuals using the Internet (% of population),43.4
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Low & middle income,LMY,Individuals using the Internet (% of population),52.288853931873
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Lesotho,LSO,Individuals using the Internet (% of population),40.4172
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Late-demographic dividend,LTE,Individuals using the Internet (% of population),73.6134707900286
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Lithuania,LTU,Individuals using the Internet (% of population),83.0555
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Luxembourg,LUX,Individuals using the Internet (% of population),98.4596
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Latvia,LVA,Individuals using the Internet (% of population),88.898
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,"Macao SAR, China",MAC,Individuals using the Internet (% of population),87.4623
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,St. Martin (French part),MAF,Individuals using the Internet (% of population),
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Morocco,MAR,Individuals using the Internet (% of population),84.1204
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Monaco,MCO,Individuals using the Internet (% of population),98.5709
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Moldova,MDA,Individuals using the Internet (% of population),58.2153
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Madagascar,MDG,Individuals using the Internet (% of population),15.8196
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Maldives,MDV,Individuals using the Internet (% of population),79.0978
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Middle East & North Africa,MEA,Individuals using the Internet (% of population),69.8
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Mexico,MEX,Individuals using the Internet (% of population),71.4902
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Marshall Islands,MHL,Individuals using the Internet (% of population),71.2288
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Middle income,MIC,Individuals using the Internet (% of population),56.1520601819622
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,North Macedonia,MKD,Individuals using the Internet (% of population),81.4055
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Mali,MLI,Individuals using the Internet (% of population),28.3043
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Malta,MLT,Individuals using the Internet (% of population),86.8588
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Myanmar,MMR,Individuals using the Internet (% of population),41.95429049
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Middle East & North Africa (excluding high income),MNA,Individuals using the Internet (% of population),64.480264370234
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Montenegro,MNE,Individuals using the Internet (% of population),77.6088
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Mongolia,MNG,Individuals using the Internet (% of population),62.5
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Northern Mariana Islands,MNP,Individuals using the Internet (% of population),
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Mozambique,MOZ,Individuals using the Internet (% of population),17.8299
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Mauritania,MRT,Individuals using the Internet (% of population),41.0726
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Mauritius,MUS,Individuals using the Internet (% of population),67.7329
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Malawi,MWI,Individuals using the Internet (% of population),22.2466
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Malaysia,MYS,Individuals using the Internet (% of population),89.555
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,North America,NAC,Individuals using the Internet (% of population),96.1
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Namibia,NAM,Individuals using the Internet (% of population),57.8608
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,New Caledonia,NCL,Individuals using the Internet (% of population),
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Niger,NER,Individuals using the Internet (% of population),13.8406
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Nigeria,NGA,Individuals using the Internet (% of population),31.8888
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Nicaragua,NIC,Individuals using the Internet (% of population),54.8543
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Netherlands,NLD,Individuals using the Internet (% of population),91.3333
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Norway,NOR,Individuals using the Internet (% of population),94.6076
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Nepal,NPL,Individuals using the Internet (% of population),37.6984
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Nauru,NRU,Individuals using the Internet (% of population),81.6554
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,New Zealand,NZL,Individuals using the Internet (% of population),95.2342
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,OECD members,OED,Individuals using the Internet (% of population),87.6514135672256
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Oman,OMN,Individuals using the Internet (% of population),95.2323
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Other small states,OSS,Individuals using the Internet (% of population),70.3682157051165
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Pakistan,PAK,Individuals using the Internet (% of population),18.9348
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Panama,PAN,Individuals using the Internet (% of population),72.61
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Peru,PER,Individuals using the Internet (% of population),65.2518
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Philippines,PHL,Individuals using the Internet (% of population),53.7649
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Palau,PLW,Individuals using the Internet (% of population),
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Papua New Guinea,PNG,Individuals using the Internet (% of population),24.3969
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Poland,POL,Individuals using the Internet (% of population),83.1849
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Pre-demographic dividend,PRE,Individuals using the Internet (% of population),26.418832706456
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Puerto Rico,PRI,Individuals using the Internet (% of population),
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,"Korea, Dem. People's Rep.",PRK,Individuals using the Internet (% of population),
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Portugal,PRT,Individuals using the Internet (% of population),78.2617
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Paraguay,PRY,Individuals using the Internet (% of population),73.9575
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,West Bank and Gaza,PSE,Individuals using the Internet (% of population),76.01
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Pacific island small states,PSS,Individuals using the Internet (% of population),62.9264239161902
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Post-demographic dividend,PST,Individuals using the Internet (% of population),90.3919824514987
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,French Polynesia,PYF,Individuals using the Internet (% of population),
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Qatar,QAT,Individuals using the Internet (% of population),99.6528
2020,2020-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,Romania,ROU,Individuals using the Internet (% of population),78.4553
